timestamp,open,high,low,close,volume
2025-10-06 19:00:00,289.4200,289.8500,289.0000,289.1400,472922
2025-10-06 18:00:00,289.8700,289.9000,289.2000,289.2000,474411
2025-10-06 17:00:00,289.8000,289.9000,289.5000,289.8700,1291
2025-10-06 16:00:00,289.5100,290.3533,288.9000,289.9000,1605711
2025-10-06 15:00:00,290.1000,290.3300,289.4600,289.4600,523771
2025-10-06 14:00:00,290.7899,291.2200,290.0201,290.1400,199447
2025-10-06 13:00:00,289.5750,291.4500,289.5700,290.7825,218453
2025-10-06 12:00:00,289.7801,290.5000,289.2800,289.6999,210522
2025-10-06 11:00:00,288.9600,290.9700,288.9600,289.7800,342586
2025-10-06 10:00:00,290.1000,290.3300,288.0100,288.9550,310186
2025-10-06 09:00:00,288.8200,290.8999,287.8000,289.9900,393177
2025-10-06 08:00:00,289.4988,290.1100,288.0000,288.9300,9710
2025-10-06 07:00:00,288.7500,289.7800,288.5000,289.4500,5227
2025-10-06 06:00:00,288.7900,289.1000,288.5700,288.6900,914
2025-10-06 05:00:00,288.8300,289.0400,288.5000,288.7400,918
2025-10-06 04:00:00,288.0800,289.3700,288.0800,288.8600,1521
2025-10-03 19:00:00,288.3700,288.7500,288.3700,288.4500,532525
2025-10-03 18:00:00,288.8800,289.1000,288.3700,288.7500,533274
2025-10-03 17:00:00,288.9000,289.1000,288.0500,288.8500,774
2025-10-03 16:00:00,288.4300,289.1000,288.0000,289.0000,1720320
2025-10-03 15:00:00,289.5200,289.8400,288.3400,288.4000,694222
2025-10-03 14:00:00,289.3500,290.2400,288.6000,289.4900,326634
2025-10-03 13:00:00,291.1000,291.2600,289.1100,289.3700,313632
2025-10-03 12:00:00,291.6200,292.4900,290.8531,291.0600,415037
2025-10-03 11:00:00,291.2800,291.7000,289.6200,291.6150,479596
2025-10-03 10:00:00,289.2900,292.8899,289.0000,291.1376,784531
2025-10-03 09:00:00,287.4000,293.3200,286.7200,289.4400,695580
2025-10-03 08:00:00,287.1400,288.9988,286.5400,287.2500,1515
2025-10-03 07:00:00,287.3700,287.7600,286.9000,287.2200,3439
2025-10-03 06:00:00,287.4000,288.4700,287.1400,287.3900,800
2025-10-03 05:00:00,287.3900,287.4600,287.2000,287.4000,190
2025-10-03 04:00:00,286.5000,287.9700,286.5000,287.2500,988
2025-10-02 19:00:00,286.7200,286.9400,286.7200,286.9400,877098
2025-10-02 18:00:00,287.2500,287.2500,286.7200,286.8500,875978
2025-10-02 17:00:00,287.1000,287.5000,242.2270,287.0000,4625
2025-10-02 16:00:00,286.7800,287.5000,286.5900,286.8100,2717547
2025-10-02 15:00:00,287.8250,288.5000,286.7000,286.7000,838103
2025-10-02 14:00:00,285.9900,288.5400,285.7450,287.7650,473792
2025-10-02 13:00:00,284.8100,286.2200,284.7200,285.9000,188725
2025-10-02 12:00:00,284.2250,285.0000,283.8800,284.7600,171384
2025-10-02 11:00:00,283.5000,284.9000,283.4900,284.2250,298311
2025-10-02 10:00:00,285.3901,285.6400,282.7900,283.4850,430591
2025-10-02 09:00:00,285.6600,287.7600,269.0700,285.3400,374069
2025-10-02 08:00:00,285.5012,288.7175,254.8375,285.5000,51877
2025-10-02 07:00:00,286.8200,286.8200,285.5000,285.5200,3705
2025-10-02 06:00:00,287.0300,287.0300,285.5600,286.8500,3311
2025-10-02 05:00:00,286.6100,287.0500,286.6100,287.0500,862
2025-10-02 04:00:00,286.0000,288.1700,286.0000,286.8200,2573
2025-10-01 19:00:00,286.4900,286.8200,286.2600,286.5300,903153
2025-10-01 18:00:00,286.1000,286.4900,286.0100,286.3000,902765
2025-10-01 17:00:00,286.0000,286.4900,285.9000,286.0700,1602
2025-10-01 16:00:00,286.4100,286.7000,285.0200,285.0200,2827595
2025-10-01 15:00:00,283.9150,286.5900,283.9150,286.4400,999942
2025-10-01 14:00:00,283.2900,284.0700,282.5801,283.9400,432364
2025-10-01 13:00:00,282.2500,283.6200,282.1150,283.3300,291098
2025-10-01 12:00:00,282.8550,283.0000,282.0675,282.2500,389115
2025-10-01 11:00:00,282.4250,283.2200,281.9400,282.8158,342694
2025-10-01 10:00:00,283.5750,284.0000,281.5900,282.4250,508115
2025-10-01 09:00:00,280.2200,284.6400,280.0640,283.5750,373112
2025-10-01 08:00:00,280.8200,282.9900,279.4200,280.4700,9096
2025-10-01 07:00:00,280.5900,283.8000,280.5200,281.4000,3729
2025-10-01 06:00:00,280.9700,280.9700,280.4600,280.5000,1405
2025-10-01 05:00:00,280.6200,281.0400,280.6000,281.0000,355
2025-10-01 04:00:00,281.9300,281.9300,279.0200,280.9000,3578
2025-09-30 19:00:00,282.1600,282.1600,281.7500,282.0900,1239857
2025-09-30 18:00:00,282.0000,282.1600,281.3000,281.7300,1237718
2025-09-30 17:00:00,281.3000,282.1600,281.3000,281.6700,53763
2025-09-30 16:00:00,282.1900,282.9800,265.0000,282.1400,4087490
2025-09-30 15:00:00,283.0416,284.1700,282.0000,282.1600,961022
2025-09-30 14:00:00,283.9050,283.9374,282.7900,283.1300,281526
2025-09-30 13:00:00,283.2300,284.4510,283.0200,284.0350,280168
2025-09-30 12:00:00,284.4600,285.2300,283.1004,283.2300,466126
2025-09-30 11:00:00,285.5400,286.0250,282.3700,284.4850,797946
2025-09-30 10:00:00,282.6400,285.5200,282.2100,285.5200,642340
2025-09-30 09:00:00,279.0000,282.7100,278.2500,282.5800,811856
2025-09-30 08:00:00,278.3300,280.6700,276.1100,278.3400,7398
2025-09-30 07:00:00,277.9600,278.9800,277.9600,278.5300,2672
2025-09-30 06:00:00,277.9900,278.0000,277.6100,277.8500,1938
2025-09-30 05:00:00,278.0300,278.2900,277.5900,277.8500,1117
2025-09-30 04:00:00,280.5000,280.5000,277.2600,278.0300,3074
2025-09-29 19:00:00,279.8000,280.3300,279.5445,279.6400,1039996
2025-09-29 18:00:00,279.5684,279.8001,279.4400,279.8000,1040544
2025-09-29 17:00:00,279.9900,280.7500,279.5600,279.7800,79065
2025-09-29 16:00:00,279.8900,280.9500,279.5600,279.6700,3665113
2025-09-29 15:00:00,281.8740,282.0800,279.6600,279.8400,1077356
2025-09-29 14:00:00,281.4350,281.9000,281.2400,281.8675,292186
2025-09-29 13:00:00,281.7200,282.1500,281.0145,281.4700,597587
2025-09-29 12:00:00,283.4700,283.6100,281.7500,281.8500,912155
2025-09-29 11:00:00,283.0900,284.2300,283.0000,283.5100,327270
2025-09-29 10:00:00,281.6400,284.5000,281.0850,283.0375,522168
2025-09-29 09:00:00,285.5700,286.5000,281.3300,282.0100,597654
2025-09-29 08:00:00,285.4988,287.0000,284.3012,285.7000,12702
2025-09-29 07:00:00,285.4900,285.6900,284.8500,285.4200,4255
2025-09-29 06:00:00,285.6800,285.9000,285.2900,285.4500,3492
2025-09-29 05:00:00,285.9900,286.0000,285.6500,285.7100,1038
2025-09-29 04:00:00,284.0000,286.4300,284.0000,286.0000,2060
2025-09-26 19:00:00,284.3100,284.8100,284.3100,284.6800,704030
2025-09-26 18:00:00,284.8000,284.8100,284.3000,284.6700,706232
2025-09-26 17:00:00,284.1000,284.7499,284.0000,284.6400,5236
2025-09-26 16:00:00,284.4800,285.9488,284.0000,284.3100,2329197
2025-09-26 15:00:00,287.4850,288.4150,284.1900,284.5100,1489167
2025-09-26 14:00:00,288.1650,288.5950,286.5300,287.4850,919879
2025-09-26 13:00:00,287.3800,288.8500,287.1425,288.1650,1165131
2025-09-26 12:00:00,285.0500,287.4900,284.5200,287.4700,1079323
2025-09-26 11:00:00,285.4800,286.0300,284.1312,285.0000,797678
2025-09-26 10:00:00,286.1800,287.1800,284.5950,285.4450,1269518
2025-09-26 09:00:00,281.0900,287.2400,280.0200,285.8400,1367978
2025-09-26 08:00:00,281.4500,283.9900,277.5615,280.5800,36226
2025-09-26 07:00:00,280.2800,281.0000,280.2400,280.6900,5044
2025-09-26 06:00:00,280.7200,280.7200,280.0500,280.1400,2206
2025-09-26 05:00:00,280.5100,280.8000,278.5000,280.5200,5788
2025-09-26 04:00:00,282.7400,282.7400,280.0800,280.3000,6479
2025-09-25 19:00:00,281.4400,282.0000,281.1200,281.7000,804261
2025-09-25 18:00:00,281.4100,281.9900,281.1200,281.7000,801318
2025-09-25 17:00:00,281.4100,281.7200,281.1200,281.4100,2419
2025-09-25 16:00:00,281.5500,282.2800,280.0000,281.3500,3249002
2025-09-25 15:00:00,279.3300,282.1700,279.0100,281.4400,1569063
2025-09-25 14:00:00,280.4200,280.7900,279.1501,279.5800,704877
2025-09-25 13:00:00,281.8001,282.8700,280.2600,280.4300,530772
2025-09-25 12:00:00,283.3600,283.5671,281.1193,281.8000,707510
2025-09-25 11:00:00,282.3400,284.2300,281.3001,283.4400,1915212
2025-09-25 10:00:00,276.2350,282.7800,275.1023,282.3100,2560205
2025-09-25 09:00:00,272.7700,277.8900,271.1184,276.3900,1657372
2025-09-25 08:00:00,266.7612,278.0000,266.7612,272.8000,105101
2025-09-25 07:00:00,275.5100,277.9000,274.9900,276.6000,34005
2025-09-25 06:00:00,274.0400,275.9200,273.5500,275.9000,35455
2025-09-25 05:00:00,274.2500,274.9100,273.9400,274.0400,8140
2025-09-25 04:00:00,268.8800,274.9900,267.2800,274.1600,15090
2025-09-24 19:00:00,267.5300,268.4500,267.2900,267.8000,574085
2025-09-24 18:00:00,267.5300,268.4488,267.2512,267.5000,574453
2025-09-24 17:00:00,267.5100,268.0000,267.4500,267.6900,2375
2025-09-24 16:00:00,267.5300,269.0000,267.0200,267.4664,1847916
2025-09-24 15:00:00,268.3000,268.6350,267.3000,267.5300,747246
2025-09-24 14:00:00,269.0202,269.1300,268.0000,268.3250,233202
2025-09-24 13:00:00,268.5900,270.0000,268.2100,269.0600,251185
2025-09-24 12:00:00,268.7000,269.4900,267.5000,268.6450,326971
2025-09-24 11:00:00,271.1800,271.1800,268.5000,268.6700,341493
2025-09-24 10:00:00,272.0600,272.2700,270.5400,271.1000,280823
2025-09-24 09:00:00,272.1226,273.6499,270.7500,272.0600,265415
2025-09-24 08:00:00,272.9988,273.0000,271.3500,272.1200,3408
2025-09-24 07:00:00,272.1800,272.2400,271.8200,272.0200,842
2025-09-24 06:00:00,272.4100,272.6000,271.8000,272.0000,596
2025-09-24 05:00:00,272.5800,272.9700,272.4100,272.4100,321
2025-09-24 04:00:00,272.2300,272.9800,272.0000,272.7800,1057
2025-09-23 19:00:00,272.2400,272.6400,271.5100,272.3900,610904
2025-09-23 18:00:00,272.0000,272.6400,271.5000,272.4100,612266
2025-09-23 17:00:00,272.2900,272.6500,271.5000,272.0400,1181
2025-09-23 16:00:00,272.1400,273.2500,270.6400,272.2800,3574312
2025-09-23 15:00:00,271.1300,272.7700,270.9300,272.1400,774173
2025-09-23 14:00:00,270.2450,271.6650,269.7700,271.0850,323505
2025-09-23 13:00:00,270.4400,270.6544,269.7665,270.2550,301124
2025-09-23 12:00:00,270.3200,271.5900,270.2700,270.5300,325667
2025-09-23 11:00:00,270.3250,270.8450,269.2650,270.3750,356002
2025-09-23 10:00:00,272.2450,272.3800,270.2000,270.3800,559187
2025-09-23 09:00:00,272.1500,273.2962,271.3700,272.2100,383748
2025-09-23 08:00:00,272.6188,272.9988,270.7612,272.0400,6026
2025-09-23 07:00:00,272.0000,272.1700,271.6400,272.0000,2181
2025-09-23 06:00:00,272.4900,272.5600,271.3500,271.8700,1982
2025-09-23 05:00:00,272.1500,272.4900,271.8800,272.4900,813
2025-09-23 04:00:00,272.0000,272.6100,271.3700,272.1900,1677
2025-09-22 19:00:00,271.3700,272.2000,271.3700,271.8500,877470
2025-09-22 18:00:00,271.6000,271.7500,271.1100,271.6000,879707
2025-09-22 17:00:00,271.3700,271.8500,260.5993,271.7340,61270
2025-09-22 16:00:00,271.4900,272.6200,270.0000,271.7000,2753587
2025-09-22 15:00:00,271.4500,272.3100,271.3000,271.4900,1054638
2025-09-22 14:00:00,270.1950,271.6000,269.8950,271.4000,550350
2025-09-22 13:00:00,270.2500,271.5000,270.1650,270.1950,305865
2025-09-22 12:00:00,269.8700,270.9100,269.3800,270.3900,359281
2025-09-22 11:00:00,270.6950,271.6400,269.6300,269.8300,466803
2025-09-22 10:00:00,269.2250,271.6200,268.4550,270.6950,677323
2025-09-22 09:00:00,265.7900,270.2700,265.6000,269.2500,538428
2025-09-22 08:00:00,264.8400,267.6700,264.0000,265.8700,3988
2025-09-22 07:00:00,264.9300,266.0600,264.8100,266.0600,2043
2025-09-22 06:00:00,264.9000,265.1000,264.5700,264.9400,1406
2025-09-22 05:00:00,265.2300,265.3000,264.5500,264.7700,1359
2025-09-22 04:00:00,267.0000,267.0000,264.9900,265.2000,2559
